room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
1,0.95,250.00,358.00,4.95,4.88,4.78,73
1,0.98,220.00,257.00,4.97,5,4.97,70
1,0.93,239.00,22.00,4.75,4.85,4.85,20
2,0.60,75.00,176.00,5,5,5,1
1,0.98,210.00,329.00,5,5,5,1
1,0.87,300.00,359.00,4.97,4.9,4.9,59
1,1.00,300.00,0.00,4.91,4.95,4.95,22
1,1.00,138.00,22.00,4.82,4.9,4.91,111
1,0.87,278.00,188.00,5,5,4.67,3
2,0.95,125.00,99.00,4.53,4.82,4.88,17
1,0.95,175.00,341.00,4.96,5,5,48
1,0.75,250.00,140.00,4.88,4.88,5,16
1,1.00,183.00,196.00,4.68,4.94,4.9,31
1,1.00,186.00,175.00,4.94,4.88,5,17
1,1.00,125.00,0.00,4.93,4.93,5,14
1,1.00,332.00,350.00,4.87,4.96,4.99,79
1,0.09,190.00,358.00,4.67,4.67,4.67,3
1,0.99,62.00,0.00,5,4.67,5,3
1,0.99,165.00,301.00,4.83,4.83,4.88,66
1,1.00,450.00,344.00,4.95,4.89,4.99,110
1,1.00,386.00,0.00,4.8,4.6,4.4,0
1,1.00,261.00,340.00,4.8,4.6,4.4,5
1,0.88,69.00,362.00,4.6,4.65,4.5,20
1,0.99,280.00,0.00,4.79,4.79,4.83,0
1,0.99,338.00,170.00,4.79,4.79,4.83,47
1,0.93,119.00,163.00,4.87,4.97,4.99,77
2,0.88,148.00,72.00,4,5,4,1
1,1.00,125.00,358.00,4.63,4.43,4.84,49
1,0.60,175.00,0.00,4.83,4.83,5,6
2,0.60,180.00,153.00,4.88,5,5,0
1,1.00,81.00,340.00,4.88,5,5,43
2,0.60,75.00,357.00,4.88,4.94,4.98,0
1,1.00,86.00,0.00,4.88,4.94,4.98,85
1,0.99,156.00,255.00,4.25,4.75,4.63,0
1,0.99,165.00,348.00,4.25,4.75,4.63,8
1,0.99,140.00,0.00,5,5,5,1
1,0.89,197.00,361.00,4,4.5,3.5,2
1,0.89,170.00,361.00,4.55,4.55,4.42,31
1,0.00,200.00,296.00,5,5,5,2
1,1.00,200.00,133.00,5,4.83,5,12
1,0.99,73.00,17.00,4.32,4.63,4.63,19
1,0.99,359.00,168.00,4.64,4.7,4.79,53
1,1.00,171.00,151.00,4.65,4.79,4.66,99
2,0.88,202.00,68.00,4.79,4.93,5,14
1,0.79,136.00,318.00,4.53,4.78,4.81,32
1,1.00,135.00,97.00,4.68,4.88,4.85,60
2,0.98,71.00,365.00,4.75,4.67,4.58,12
1,1.00,147.00,180.00,4.95,4.97,4.98,119
1,0.93,103.00,37.00,4.79,4.87,4.94,147
1,0.95,90.00,94.00,4.82,4.89,4.99,83
1,0.99,246.00,347.00,4.92,5,4.95,39
1,1.00,200.00,346.00,4.98,5,5,47
1,1.00,450.00,30.00,5,5,5,14
1,0.89,204.00,177.00,4.99,4.99,5,95
1,1.00,85.00,139.00,4.93,4.98,4.95,40
1,1.00,173.00,323.00,4.97,4.92,4.99,301
2,0.99,140.00,159.00,4.95,4.98,4.97,193
1,0.55,149.00,0.00,3.5,3.25,4,4
1,0.99,196.00,312.00,4.72,4.69,4.84,87
2,0.97,405.00,313.00,5,5,5,0
2,0.97,385.00,322.00,5,5,5,0
2,0.97,360.00,326.00,5,5,5,0
2,0.97,366.00,312.00,5,5,5,0
2,0.97,452.00,329.00,5,5,5,1
1,0.97,55.00,0.00,4.69,4.44,4.91,32
2,0.99,113.00,132.00,4.83,4.9,4.98,82
1,0.86,100.00,8.00,5,4.86,5,14
1,1.00,205.00,307.00,4.85,4.62,4.9,39
1,1.00,161.00,8.00,4.88,4.91,5,34
1,0.99,144.00,348.00,4.89,4.94,4.97,150
1,0.92,100.00,203.00,3.67,4.33,4,3
1,0.99,85.00,0.00,4,4.6,4.8,5
1,0.96,136.00,185.00,4.94,4.97,5,33
1,1.00,169.00,336.00,4.92,5,5,12
1,0.90,101.00,164.00,4.87,4.9,4.89,70
1,0.85,194.00,0.00,4.57,4.43,4.57,7
1,0.99,113.00,173.00,4.95,5,5,83
1,1.00,94.00,83.00,4.72,4.77,4.74,39
2,1.00,81.00,0.00,4.42,4.5,4.5,12
2,0.97,60.00,0.00,4.29,4.43,4.57,7
1,0.75,300.00,140.00,4.71,4.43,5,7
2,0.67,385.00,66.00,4.75,4.75,5,4
1,1.00,450.00,234.00,5,5,5,8
1,1.00,160.00,132.00,5,4.9,5,21
1,0.99,158.00,247.00,5,5,5,129
1,0.84,129.00,357.00,4.96,4.96,4.98,0
1,1.00,160.00,273.00,4.96,4.96,4.98,46
1,0.75,300.00,364.00,4.6,4.6,4.8,40
1,0.93,475.00,287.00,4.89,4.78,4.89,55
1,0.98,100.00,252.00,4.97,4.97,5,36
1,0.99,389.00,0.00,4.62,4.77,5,13
2,0.67,385.00,50.00,5,5,5,1
1,1.00,307.00,70.00,5,5,5,56
1,0.98,125.00,157.00,4.78,4.78,4.89,9
2,0.60,68.00,338.00,4.94,4.95,4.95,0
1,0.94,150.00,74.00,4.94,4.95,4.95,98
2,0.60,68.00,364.00,4.5,4.5,4.6,0
2,0.60,75.00,362.00,4.5,4.5,4.6,0
2,0.97,185.00,303.00,4.5,4.5,4.6,10
2,0.97,185.00,322.00,4.7,5,4.9,10
2,0.97,185.00,325.00,4.6,4.6,5,5
2,0.97,185.00,330.00,5,5,5,2
2,0.97,185.00,338.00,4.27,4.53,4.27,15
2,1.00,38.00,153.00,4.94,4.89,4.98,214
2,0.97,185.00,339.00,4.43,5,4.86,7
1,1.00,180.00,105.00,4.98,4.92,4.93,115
2,0.97,185.00,329.00,4.64,4.85,4.77,47
1,1.00,115.00,230.00,4.95,5,4.95,21
1,0.94,999.00,347.00,4.46,4.32,4.7,57
2,0.94,60.00,347.00,4.46,4.68,4.81,37
1,0.93,264.00,175.00,5,5,5,17
1,0.93,232.00,14.00,4.95,4.95,5,19
1,1.00,201.00,25.00,4.75,4.87,4.86,63
1,0.93,496.00,348.00,4.95,5,4.95,21
1,1.00,144.00,171.00,4.79,5,5,14
1,1.00,228.00,344.00,4.88,4.96,4.77,26
1,0.72,400.00,120.00,5,4.97,5,31
1,1.00,161.00,337.00,4.93,4.93,4.93,15
1,1.00,205.00,332.00,4.98,4.91,5,0
1,0.98,385.00,286.00,4.98,4.91,5,58
1,0.99,600.00,194.00,5,5,5,51
1,1.00,120.00,110.00,4.93,4.87,5,15
2,0.60,75.00,362.00,4.96,5,4.98,0
2,0.60,75.00,362.00,4.96,5,4.98,0
2,0.60,75.00,362.00,4.96,5,4.98,0
1,1.00,149.00,344.00,4.96,5,4.98,212
1,1.00,200.00,25.00,4.77,4.56,4.78,79
1,0.81,201.00,123.00,4.98,4.88,4.98,40
1,0.93,95.00,162.00,4.77,4.89,4.94,53
1,0.99,195.00,358.00,4.93,4.96,4.98,121
1,1.00,170.00,209.00,4.91,4.94,5,33
1,1.00,204.00,0.00,4.88,4.96,5,24
1,0.89,195.00,234.00,4.75,4.42,4.92,12
1,0.94,205.00,76.00,4.88,4.79,4.94,85
2,0.71,60.00,357.00,4.53,4.6,4.67,15
1,0.99,219.00,163.00,4.46,4.42,4.8,50
1,1.00,350.00,229.00,4.9,4.87,4.97,31
2,0.77,73.00,280.00,4.83,4.65,5,23
1,0.99,126.00,359.00,4.4,4.64,4.88,25
1,0.97,110.00,20.00,4.76,4.89,4.95,38
1,0.90,175.00,242.00,4.95,4.99,4.99,98
1,1.00,268.00,345.00,4.9,4.95,4.88,42
1,1.00,200.00,0.00,4.88,4.97,5,0
1,0.98,195.00,360.00,4.88,4.97,5,34
2,1.00,60.00,0.00,4.45,4.27,4.64,11
2,0.94,59.00,358.00,4.63,4.73,4.73,48
1,0.99,231.00,327.00,5,4.91,5,11
1,0.99,351.00,162.00,4.89,4.91,4.95,76
1,0.83,151.00,305.00,4.87,4.85,4.96,46
1,0.83,170.00,0.00,5,5,5,9
1,0.83,135.00,69.00,5,5,5,12
1,1.00,425.00,341.00,5,5,5,17
1,0.81,165.00,221.00,4.88,4.88,4.8,25
1,0.75,90.00,332.00,5,5,5,0
1,0.75,150.00,78.00,5,5,5,9
2,0.25,52.00,169.00,4.89,5,4.95,0
1,0.95,149.00,296.00,4.89,5,4.95,19
2,0.67,315.00,20.00,5,4.95,5,38
1,0.94,230.00,257.00,3,5,1,1
1,1.00,188.00,88.00,4.85,4.87,4.92,52
1,0.93,140.00,79.00,4.78,4.91,4.99,89
1,0.96,138.00,220.00,5,5,5,21
1,0.75,98.00,321.00,4.75,5,4.75,4
1,1.00,250.00,266.00,4.5,4.5,5,2
1,1.00,95.00,34.00,4.83,4.75,4.92,12
1,0.99,142.00,344.00,4.9,4.9,4.94,81
1,0.99,336.00,274.00,4.96,4.99,4.99,173
1,0.99,330.00,209.00,4.94,4.94,5,0
1,0.99,100.00,86.00,4.94,4.94,5,17
1,1.00,130.00,0.00,4.98,4.9,4.98,0
1,0.99,135.00,265.00,4.98,4.9,4.98,42
1,0.99,125.00,315.00,4.4,4.6,4.8,5
1,0.95,172.00,328.00,4.82,4.72,4.92,71
1,0.98,108.00,172.00,4.94,4.96,4.99,159
1,1.00,364.00,342.00,4.89,4.77,4.96,73
1,1.00,247.00,114.00,4.9,4.99,4.96,69
1,1.00,200.00,0.00,4.86,4.86,5,37
1,0.87,286.00,143.00,5,5,5,1
1,0.87,340.00,239.00,5,5,4.67,3
1,0.87,487.00,217.00,5,5,5,6
1,0.87,227.00,255.00,5,4.91,5,11
1,0.87,139.00,222.00,4.5,4.5,4.5,2
1,1.00,467.00,241.00,5,5,5,2
1,1.00,150.00,141.00,4.93,4.88,4.95,108
1,1.00,86.00,0.00,4.92,5,4.95,38
1,0.85,300.00,314.00,4.75,4.88,4.83,24
1,0.85,250.00,321.00,4.72,4.84,4.84,25
1,1.00,135.00,247.00,4.79,5,5,24
1,1.00,349.00,269.00,4.9,5,5,30
1,1.00,150.00,241.00,5,5,4.96,26
1,1.00,1185.00,259.00,5,5,5,13
1,0.95,130.00,94.00,5,5,4.96,56
1,0.99,98.00,315.00,4.92,4.97,5,59
1,1.00,182.00,254.00,4.91,4.94,4.93,69
1,0.96,85.00,73.00,4.8,4.98,4.88,50
1,0.83,270.00,318.00,5,5,5,24
1,1.00,162.00,342.00,4.93,4.85,4.95,151
1,0.98,71.00,241.00,4.95,4.98,5,42
1,0.95,128.00,363.00,4.9,4.85,4.85,20
1,1.00,135.00,357.00,5,4.95,5,22
1,1.00,130.00,234.00,4.85,4.94,4.92,124
1,1.00,149.00,248.00,4.77,4.9,4.82,128
1,1.00,127.00,241.00,4.73,4.91,4.77,115
1,1.00,99.00,32.00,4.88,4.8,5,25
1,0.94,321.00,24.00,4.75,4.74,4.83,53
2,0.99,95.00,177.00,4.17,4.33,4.63,24
1,0.95,131.00,56.00,4.89,4.89,4.96,167
1,0.98,279.00,325.00,4.84,4.79,4.89,19
1,0.98,303.00,168.00,4.83,4.83,4.83,12
1,0.99,497.00,100.00,5,4.93,4.93,14
1,1.00,108.00,145.00,4.86,4.83,4.98,108
1,1.00,179.00,195.00,4.98,4.88,4.97,58
1,0.98,129.00,166.00,4.94,4.97,4.97,34
1,0.97,170.00,353.00,4.78,4.97,4.87,60
4,0.99,32.00,326.00,4,4,4,2
1,1.00,136.00,353.00,4.85,4.97,4.97,93
1,1.00,225.00,146.00,5,5,5,5
1,0.94,150.00,139.00,5,4.67,5,3
2,0.94,48.00,356.00,4.45,4.48,4.87,31
1,1.00,4000.00,267.00,5,5,5,2
1,0.89,170.00,342.00,4.79,4.71,4.93,14
1,0.97,168.00,358.00,4.88,5,5,52
1,0.87,174.00,172.00,5,5,5,0
1,0.56,342.00,205.00,5,5,5,5
1,0.97,49.00,0.00,5,5,5,2
1,0.97,179.00,350.00,4.97,4.97,5,31
1,0.96,199.00,136.00,4.7,4.6,4.89,53
2,0.98,158.00,31.00,4.98,4.98,5,53
1,1.00,89.00,326.00,4.71,4.72,4.87,0
1,0.99,119.00,341.00,4.71,4.72,4.87,78
1,0.99,163.00,347.00,4.85,4.96,4.98,124
1,1.00,124.00,140.00,4.95,4.89,5,155
1,0.98,100.00,138.00,4.67,4.67,4.67,3
1,0.99,370.00,0.00,5,5,5,1
1,0.86,78.00,103.00,4.91,5,5,11
1,0.09,163.00,365.00,3.33,3.67,4,3
1,0.09,163.00,365.00,3.67,3.67,4.33,0
1,0.09,433.00,266.00,3.67,3.67,4.33,3
1,1.00,850.00,154.00,4.93,4.94,4.96,0
1,1.00,150.00,345.00,4.93,4.94,4.96,195
1,0.99,768.00,232.00,4.8,4.71,4.91,66
1,0.96,120.00,253.00,4.8,4.6,4.96,25
1,0.85,115.00,264.00,4.86,4.95,4.81,21
1,0.95,485.00,0.00,4.98,4.97,4.98,90
1,1.00,178.00,334.00,4.33,4.83,4.33,6
1,0.90,131.00,166.00,4.63,4.71,4.73,48
1,1.00,195.00,252.00,4.63,4.81,4.75,64
1,0.97,136.00,83.00,4.32,3.86,4.71,28
1,1.00,228.00,121.00,5,4.98,5,43
1,1.00,106.00,322.00,4.81,4.92,4.98,89
1,0.85,84.00,190.00,5,4.92,5,12
1,1.00,235.00,355.00,4.83,4.88,4.93,103
1,1.00,120.00,280.00,4.88,4.88,4.75,8
1,0.77,395.00,222.00,5,4.78,5,9
1,0.98,190.00,0.00,4,5,5,1
1,0.98,188.00,90.00,4.87,4.8,4.97,61
1,0.75,190.00,333.00,4.63,4.5,4.88,8
1,0.98,306.00,276.00,4.71,4.61,4.89,28
1,1.00,214.00,344.00,4.89,4.91,4.95,56
1,1.00,394.00,329.00,4.8,4.8,5,10
1,0.92,99.00,239.00,4.88,5,5,8
1,0.98,149.00,34.00,5,4.75,4.75,4
1,1.00,185.00,341.00,5,5,5,3
1,1.00,174.00,165.00,4.93,5,4.97,30
1,0.94,95.00,0.00,4.97,4.88,4.97,58
1,1.00,650.00,335.00,5,4.94,4.98,114
1,0.97,125.00,111.00,4.8,5,4.8,5
1,1.00,175.00,269.00,4.84,4.96,4.92,0
1,1.00,114.00,202.00,4.84,4.96,4.92,25
1,1.00,218.00,269.00,4.84,4.91,4.81,57
1,1.00,130.00,206.00,5,5,5,7
1,0.75,217.00,5.00,4.87,4.96,4.78,23
1,0.99,176.00,344.00,4.76,4.75,4.74,72
1,0.99,506.00,117.00,4.84,4.72,4.93,97
1,0.71,130.00,28.00,5,5,5,15
1,0.89,244.00,122.00,4.93,4.86,4.71,28
1,0.89,115.00,78.00,4.85,4.85,4.85,33
2,0.77,73.00,299.00,4.8,4.8,4.93,15
1,1.00,74.00,281.00,4.2,4.2,5,0
1,0.89,193.00,6.00,4.2,4.2,5,5
1,0.99,186.00,334.00,4.97,4.99,4.99,97
1,0.96,162.00,338.00,4.91,4.91,4.93,46
1,0.99,315.00,295.00,5,5,5,0
1,0.99,155.00,0.00,5,5,5,0
1,1.00,170.00,21.00,5,5,5,2
1,0.91,239.00,82.00,4.79,4.95,4.87,63
1,0.92,98.00,0.00,5,5,5,10
1,0.99,250.00,331.00,4.97,5,4.97,58
1,1.00,160.00,268.00,4.98,4.98,5,58
1,1.00,120.00,0.00,5,5,5,6
1,1.00,175.00,335.00,5,5,5,5
1,1.00,200.00,317.00,5,4,5,1
1,1.00,100.00,228.00,5,4.94,5,16
1,0.50,398.00,0.00,4.84,4.81,4.84,62
1,0.50,105.00,115.00,5,4.67,5,3
1,1.00,175.00,179.00,5,5,4.9,10
2,1.00,225.00,119.00,4.91,5,5,11
1,0.86,222.00,84.00,4.33,4.33,5,3
1,0.77,140.00,365.00,4.92,5,4.98,50
1,0.75,790.00,0.00,5,4.8,5,10
1,0.88,146.00,349.00,5,4.77,5,13
1,0.86,140.00,18.00,4.92,4.92,5,13
1,0.89,150.00,358.00,4.94,4.88,4.88,17
1,1.00,142.00,329.00,4.82,4.88,4.92,78
1,1.00,93.00,43.00,4.95,4.97,4.96,91
1,1.00,300.00,77.00,4.79,4.8,4.8,70
1,1.00,96.00,1.00,4.79,4.84,4.95,19
1,1.00,168.00,70.00,4.85,4.93,4.88,41
1,0.96,181.00,0.00,4.96,4.96,5,73
1,0.84,175.00,349.00,4.33,3.67,4.67,9
1,1.00,275.00,353.00,4.94,5,5,18
1,1.00,110.00,57.00,5,5,5,13
1,1.00,495.00,224.00,4.97,4.96,4.97,68
1,0.96,80.00,146.00,5,5,5,9
1,0.75,200.00,1.00,5,5,5,3
1,0.96,75.00,163.00,5,5,5,4
1,1.00,111.00,158.00,4.95,5,4.98,44
1,1.00,75.00,0.00,5,4,5,1
1,0.98,193.00,174.00,4.52,4.85,4.85,33
1,0.86,156.00,77.00,4.7,4.7,4.5,10
1,1.00,156.00,339.00,4.79,4.79,4.98,90
1,1.00,406.00,343.00,4.67,4.51,4.71,73
1,0.98,145.00,112.00,5,5,5,2
1,1.00,286.00,121.00,4.8,4.75,4.92,130
1,0.98,161.00,4.00,4.83,5,5,6
2,1.00,356.00,105.00,5,5,5,2
2,1.00,373.00,101.00,5,4.88,5,8
2,1.00,90.00,75.00,5,4.98,5,64
1,0.99,333.00,269.00,4.86,4.82,4.86,50
1,0.95,121.00,147.00,4.91,4.88,4.95,81
1,0.98,119.00,347.00,4.45,4.65,4.83,40
2,0.99,33.00,159.00,4.92,4.89,4.96,140
1,0.98,319.00,163.00,4.88,4.94,5,50
1,0.98,489.00,255.00,4.69,4.3,4.94,54
1,0.80,120.00,0.00,4,3,4,2
1,0.93,625.00,130.00,5,5,4.89,9
1,0.93,177.00,113.00,4.93,5,4.98,58
2,0.86,39.00,78.00,4,3.78,3.78,9
2,1.00,356.00,119.00,5,5,5,0
2,1.00,346.00,112.00,5,5,5,1
1,1.00,201.00,166.00,4.75,3.88,4.5,8
2,1.00,370.00,111.00,4,4,5,0
2,1.00,335.00,112.00,4,4,5,0
1,0.87,146.00,3.00,4,4,5,1
1,0.87,135.00,70.00,5,5,4.5,2
1,0.87,143.00,214.00,5,5,5,1
2,1.00,340.00,117.00,4.75,5,5,0
1,0.67,119.00,175.00,4.75,5,5,4
1,0.67,93.00,79.00,5,5,5,3
1,0.92,164.00,358.00,4.5,4.5,4.4,10
2,1.00,346.00,118.00,4.94,5,4.88,0
1,0.95,140.00,341.00,4.94,5,4.88,33
2,1.00,386.00,124.00,5,4.75,5,4
2,1.00,346.00,97.00,5,5,5,1
2,1.00,372.00,113.00,5,4,5,1
1,1.00,459.00,357.00,4.48,4.7,4.91,0
1,1.00,295.00,73.00,4.48,4.7,4.91,23
1,0.99,215.00,346.00,4.93,4.96,4.99,89
1,0.97,143.00,45.00,4.94,4.95,5,203
1,0.99,149.00,309.00,4.82,4.73,4.93,82
1,0.97,112.00,340.00,4.87,4.98,4.98,62
1,1.00,223.00,151.00,5,5,5,79
1,1.00,96.00,222.00,4.65,4.72,4.79,43
1,1.00,175.00,197.00,4.67,4.33,5,6
1,0.94,114.00,112.00,4.8,4.8,4.87,15
1,0.88,350.00,169.00,4.94,4.86,4.97,36
1,1.00,114.00,146.00,4.92,5,5,0
2,1.00,108.00,38.00,4.92,5,5,12
1,0.96,189.00,337.00,4.94,4.94,5,72
1,0.38,100.00,0.00,4.79,4.79,4.86,14
1,0.99,191.00,234.00,4.91,4.92,4.86,183
1,1.00,114.00,238.00,4.89,4.86,4.95,37
2,0.93,185.00,322.00,4.88,4.85,4.96,26
1,0.67,257.00,125.00,5,5,5,1
1,1.00,89.00,71.00,4.75,4.5,4.75,4
1,1.00,275.00,229.00,4.98,4.92,4.94,52
1,0.99,70.00,0.00,5,5,4.86,7
1,0.99,264.00,6.00,4.38,4.35,4.77,26
1,1.00,450.00,0.00,5,5,5,2
1,1.00,154.00,278.00,4.72,4.86,4.67,43
1,0.56,255.00,225.00,5,5,5,3
2,1.00,100.00,350.00,4.5,4.58,5,12
1,1.00,146.00,357.00,4.95,4.98,4.96,56
1,0.99,247.00,306.00,4.89,4.85,4.9,82
1,0.98,125.00,81.00,5,5,4.97,34
1,0.98,258.00,0.00,4.71,4.5,4.71,14
1,1.00,95.00,148.00,5,5,5,8
1,1.00,383.00,365.00,4.78,4.94,4.83,18
1,1.00,228.00,164.00,4.77,4.74,4.89,35
1,1.00,839.00,359.00,5,4.95,5,40
1,1.00,275.00,6.00,4.91,4.94,5,35
1,0.91,169.00,219.00,4.98,4.98,4.86,51
1,1.00,350.00,356.00,5,5,5,6
1,1.00,1036.00,0.00,5,5,5,1
1,1.00,100.00,335.00,4.88,4.94,4.88,0
2,1.00,60.00,70.00,4.88,4.94,4.88,17
1,1.00,199.00,354.00,4.92,5,4.99,72
1,0.99,104.00,217.00,4.99,5,5,71
1,1.00,328.00,302.00,4.99,4.98,4.99,133
1,1.00,258.00,224.00,4.8,4.4,5,5
1,0.99,414.00,263.00,4.8,4.73,4.77,49
2,0.88,225.00,26.00,4.82,4.89,4.93,28
1,0.96,125.00,0.00,4.88,5,4.94,17
1,1.00,161.00,0.00,3.67,4.33,5,3
2,0.88,200.00,27.00,4.6,4.7,4.7,10
2,0.88,200.00,28.00,4.68,4.68,4.84,19
2,0.88,225.00,27.00,4.61,4.87,4.65,31
1,1.00,142.00,154.00,4.94,5,5,35
1,0.99,111.00,33.00,4.89,4.95,4.95,38
1,0.97,110.00,362.00,4.85,4.88,5,26
1,0.88,1500.00,83.00,5,4.75,5,12
1,0.87,150.00,193.00,5,5,5,2
1,1.00,140.00,333.00,4.93,4.93,5,69
1,0.99,255.00,58.00,4.99,4.99,4.94,137
1,0.99,101.00,87.00,4.73,4.8,4.73,30
1,0.98,145.00,0.00,4.78,4.68,4.88,41
1,0.92,1200.00,173.00,5,5,5,13
1,0.80,135.00,59.00,4.67,5,5,0
1,1.00,287.00,341.00,4.67,5,5,15
1,0.96,90.00,46.00,4.93,4.98,5,54
1,0.99,346.00,168.00,4.76,4.52,4.87,67
1,0.40,135.00,125.00,5,4.5,4.5,2
1,1.00,262.00,101.00,4.72,4.67,4.92,106
1,1.00,450.00,344.00,4.75,4.75,4.78,40
1,0.99,138.00,346.00,4.91,4.94,5,34
1,1.00,109.00,346.00,4.94,4.98,4.98,49
1,0.97,140.00,0.00,4.93,4.93,4.9,29
1,0.98,172.00,143.00,4.81,4.81,4.92,26
1,1.00,150.00,167.00,4.94,4.98,4.96,47
1,0.88,225.00,83.00,4.33,4.42,4.67,12
1,1.00,288.00,5.00,5,5,5,9
2,0.88,360.00,316.00,5,5,5,0
2,0.88,225.00,85.00,5,5,5,10
1,1.00,175.00,331.00,4.83,4.93,4.92,106
1,1.00,179.00,0.00,5,4.75,5,4
1,0.83,140.00,68.00,4.88,5,5,17
1,0.87,444.00,213.00,4.73,4.91,4.73,11
1,1.00,179.00,0.00,4.83,4.5,5,6
1,1.00,179.00,0.00,5,5,5,6
1,1.00,179.00,0.00,4.63,4.63,4.63,16
1,1.00,156.00,77.00,4.79,4.86,4.86,14
1,0.99,171.00,167.00,4.78,4.94,4.87,122
1,1.00,100.00,203.00,4.95,4.93,4.97,73
1,0.95,140.00,177.00,4.95,5,4.95,21
2,0.93,94.00,141.00,4.74,4.48,4.9,31
1,0.99,485.00,309.00,4.8,4.8,4.6,5
2,0.97,329.00,76.00,4.97,5,5,33
2,0.86,162.00,82.00,4.75,4.5,5,4
1,1.00,93.00,363.00,4.92,4.97,4.93,0
1,0.94,150.00,5.00,4.92,4.97,4.93,60
1,1.00,250.00,20.00,4.95,4.92,5,37
1,0.99,250.00,330.00,5,4.5,5,2
1,1.00,144.00,97.00,4.81,4.94,4.96,78
1,0.94,75.00,361.00,4.53,4.57,4.69,49
1,0.98,99.00,67.00,4.79,4.72,4.95,43
1,1.00,113.00,17.00,4.93,4.96,5,28
1,0.99,126.00,220.00,5,4.67,5,3
1,1.00,299.00,166.00,4.77,4.86,4.82,66
1,0.93,257.00,175.00,4.87,4.89,4.89,55
1,0.96,110.00,327.00,5,4.67,5,3
1,1.00,111.00,128.00,5,4.98,5,40
1,0.86,738.00,361.00,4.5,4.07,4.71,14
1,0.99,215.00,346.00,4.87,4.97,4.95,61
1,0.98,288.00,123.00,4.22,4.46,4.48,67
1,1.00,268.00,365.00,5,5,5,5
1,1.00,110.00,79.00,4.67,5,5,3
1,1.00,100.00,362.00,4.76,4.86,4.9,21
1,0.98,246.00,155.00,4.88,4.98,4.91,56
1,0.98,238.00,161.00,4.75,4.82,4.84,55
1,0.75,119.00,97.00,5,5,5,1
1,1.00,375.00,232.00,4.96,4.92,5,49
1,1.00,386.00,313.00,4.5,5,5,12
1,0.98,410.00,347.00,4.79,4.79,4.85,34
1,0.91,150.00,80.00,4.89,4.78,4.89,9
1,1.00,236.00,270.00,4.33,4.83,4.17,6
1,1.00,110.00,205.00,5,4.8,5,5
1,1.00,136.00,167.00,4.87,4.93,4.97,90
1,0.96,145.00,144.00,4.96,4.98,5,54
1,0.95,289.00,0.00,5,4.95,5,40
1,1.00,125.00,0.00,5,4.85,5,13
1,1.00,300.00,26.00,4.88,4.93,5,42
1,0.99,102.00,75.00,4.48,4.52,4.76,25
1,1.00,151.00,345.00,4.98,5,5,101
1,0.99,317.00,2.00,4.92,4.88,4.69,26
1,0.99,317.00,334.00,4.75,4.84,4.81,75
1,0.99,149.00,260.00,5,5,5,3
1,1.00,107.00,59.00,4.86,4.89,4.97,37
1,0.98,293.00,292.00,4.89,4.69,4.96,72
2,0.85,58.00,348.00,4.59,4.44,4.89,27
1,1.00,175.00,254.00,4.86,4.95,4.86,73
1,1.00,100.00,253.00,5,4.8,5,5
1,0.99,519.00,150.00,5,5,5,0
1,1.00,115.00,291.00,5,5,5,25
1,1.00,85.00,146.00,5,5,5,2
1,1.00,99.00,299.00,5,5,5,2
1,1.00,169.00,330.00,4.99,5,4.99,81
1,1.00,93.00,83.00,4.6,4.52,4.88,25
1,0.98,114.00,288.00,4.83,4.92,5,36
1,0.90,185.00,56.00,5,5,5,10
1,0.90,314.00,52.00,4.89,5,5,9
1,0.99,355.00,48.00,4.95,5,5,22
1,1.00,185.00,298.00,4.98,4.98,4.98,59
1,1.00,218.00,73.00,4.83,4.83,4.94,35
1,0.97,67.00,360.00,4.72,4.89,4.91,116
1,1.00,187.00,254.00,4.88,4.93,4.85,40
1,0.98,150.00,0.00,5,5,5,1
1,0.98,249.00,362.00,4.61,4.39,4.94,18
1,0.96,180.00,75.00,4.85,4.91,4.95,55
1,1.00,212.00,278.00,4.97,4.93,4.99,70
1,0.87,468.00,229.00,4.71,4.86,4.43,7
1,0.85,364.00,144.00,5,4.67,5,3
1,1.00,130.00,0.00,4.71,4.57,5,7
2,1.00,268.00,135.00,5,5,5,3
1,1.00,600.00,168.00,5,4.91,4.91,11
1,1.00,159.00,84.00,4.94,5,4.94,32
1,0.73,135.00,176.00,4.37,4.37,4.63,35
1,0.75,85.00,0.00,5,4.33,5,3
1,1.00,264.00,173.00,4.87,4.84,4.88,83
1,0.99,225.00,256.00,4.46,4.46,4.85,13
1,1.00,281.00,68.00,4.96,4.94,4.99,111
1,0.96,103.00,238.00,4.82,4.91,5,11
1,1.00,199.00,235.00,4,3.5,2.5,2
1,1.00,134.00,324.00,4.94,4.97,4.97,33
1,0.99,140.00,149.00,4.69,4.81,4.92,26
1,0.93,200.00,83.00,4.94,4.72,4.94,18
1,1.00,213.00,280.00,5,4.67,4.67,3
1,1.00,210.00,340.00,5,4.67,4.67,3
1,1.00,199.00,241.00,5,5,5,3
1,1.00,203.00,304.00,4.33,4,3.33,3
1,1.00,278.00,2.00,4,3.5,4,2
1,1.00,248.00,301.00,4.67,4.33,4.67,3
1,1.00,222.00,267.00,5,5,4.5,2
1,1.00,298.00,54.00,4,4,2,2
1,1.00,288.00,348.00,4.7,4.57,4.91,44
1,0.99,90.00,166.00,4.69,4.92,4.84,49
